REGISTRO,DATA,CODCXA,CAIXA,ORDEM,PEDIDO,DATAOS,TOTAL,TITULO,PARCELA,PARCELAS,CHEQUE,VALOR,HISTORICO,CODCTA,NOMECTA,FORNECE,CODFOR,SALDO,CODNIV,DESNIV,CTO,OBS,DATAV,DATAP,VALORP,SITUACAO,JUROS,MULTA,RECIBO,FORMA,PRAZO,PV,HISTORICO2,HISTORICO3,PTITULO,PCHEQUE,PERJUROS,PERMULTA,PERDESC,DESCONTO,DIAS,DP,DF,SELECIONA
248,2022-11-10,6,VIA CREDI PJ,,,2022-11-10,980.0,SEGURO FUN,1,14,0,70.0,,86,SEGURO EMPRESA,VIA CREDI EMPRESARIAL,14,3020.0,2,CUSTO GERAL,407,,2022-12-15,2022-12-15,70.0,P,0.0,0.0,,DEBITO EM CONTA,15,2022-11-15,,,True,False,0.0,0.0,0.0,0.0,,False,True,False
249,2022-11-10,1,CAIXA DINHEIRO,,,2022-11-10,980.0,SEGURO FUN,2,14,0,70.0,,86,SEGURO EMPRESA,VIA CREDI EMPRESARIAL,14,3409.0,2,CUSTO GERAL,648,,2023-01-15,2023-01-23,70.0,P,0.0,0.0,,DEBITO EM CONTA,15,2022-11-15,,,True,False,0.0,0.0,0.0,0.0,8,False,True,False
78,2022-11-10,6,VIA CREDI PJ,,,2022-11-10,980.0,SEGURO FUN,3,14,0,72.41,,86,SEGURO EMPRESA,VIA CREDI EMPRESARIAL,14,14074.44,2,CUSTO GERAL,878,,2023-02-15,2023-02-22,72.41,P,0.0,0.0,,DEBITO EM CONTA,15,2022-11-15,,,True,False,0.0,0.0,0.0,0.0,7,False,True,False
251,2022-11-10,1,CAIXA GERAL,,,2022-11-10,980.0,SEGURO FUN,4,14,0,70.0,,86,SEGURO EMPRESA,VIA CREDI EMPRESARIAL,14,2950.0,2,CUSTO GERAL,1139,,2023-03-15,2023-03-20,70.0,P,0.0,0.0,,DEBITO EM CONTA,15,2022-11-15,,,True,False,0.0,0.0,0.0,0.0,5,False,True,False
252,2022-11-10,1,CAIXA GERAL,,,2022-11-10,980.0,SEGURO FUN,5,14,0,70.0,,86,SEGURO EMPRESA,VIA CREDI EMPRESARIAL,14,3350.0,2,CUSTO GERAL,1400,,2023-04-15,2023-04-17,70.0,P,0.0,0.0,,DEBITO EM CONTA,15,2022-11-15,,,True,False,0.0,0.0,0.0,0.0,,False,True,False
253,2022-11-10,1,CAIXA GERAL,,,2022-11-10,980.0,SEGURO FUN,6,14,0,70.0,,86,SEGURO EMPRESA,VIA CREDI EMPRESARIAL,14,0.0,2,CUSTO GERAL,1718,,2023-05-15,2023-05-29,70.0,P,0.0,0.0,,DEBITO EM CONTA,15,2022-11-15,,,True,False,0.0,0.0,0.0,0.0,14,False,True,False
254,2022-11-10,1,CAIXA GERAL,,,2022-11-10,980.0,SEGURO FUN,7,14,0,70.0,,86,SEGURO EMPRESA,VIA CREDI EMPRESARIAL,14,0.0,2,CUSTO GERAL,1933,,2023-06-15,2023-06-19,70.0,P,0.0,0.0,,DEBITO EM CONTA,15,2022-11-15,,,True,False,0.0,0.0,0.0,0.0,4,False,True,False
255,2022-11-10,1,CAIXA GERAL,,,2022-11-10,980.0,SEGURO FUN,8,14,0,70.0,,86,SEGURO EMPRESA,VIA CREDI EMPRESARIAL,14,0.0,2,CUSTO GERAL,2175,,2023-07-15,2023-07-24,70.0,P,0.0,0.0,,DEBITO EM CONTA,15,2022-11-15,,,True,False,0.0,0.0,0.0,0.0,9,False,True,False
256,2022-11-10,1,CAIXA GERAL,,,2022-11-10,980.0,SEGURO FUN,9,14,0,70.0,,86,SEGURO EMPRESA,VIA CREDI EMPRESARIAL,14,9581.67,2,CUSTO GERAL,2409,,2023-08-15,2023-08-21,70.0,P,0.0,0.0,,DEBITO EM CONTA,15,2022-11-15,,,True,False,0.0,0.0,0.0,0.0,6,False,True,False
257,2022-11-10,1,CAIXA GERAL,,,2022-11-10,980.0,SEGURO FUN,10,14,0,70.0,,86,SEGURO EMPRESA,VIA CREDI EMPRESARIAL,14,0.0,2,CUSTO GERAL,2613,,2023-09-15,2023-09-18,70.0,P,0.0,0.0,,DEBITO EM CONTA,15,2022-11-15,,,True,False,0.0,0.0,0.0,0.0,3,False,True,False
258,2022-11-10,1,CAIXA GERAL,,,2022-11-10,980.0,SEGURO FUN,11,14,0,70.0,,86,SEGURO EMPRESA,VIA CREDI EMPRESARIAL,14,15187.54,2,CUSTO GERAL,2881,,2023-10-15,2023-10-23,70.0,P,0.0,0.0,,DEBITO EM CONTA,15,2022-11-15,,,True,False,0.0,0.0,0.0,0.0,8,False,True,False
259,2022-11-10,1,CAIXA GERAL,,,2022-11-10,980.0,SEGURO FUN,12,14,0,70.0,,86,SEGURO EMPRESA,VIA CREDI EMPRESARIAL,14,8703.24,2,CUSTO GERAL,3152,,2023-11-15,2023-11-27,70.0,P,0.0,0.0,,DEBITO EM CONTA,15,2022-11-15,,,True,False,0.0,0.0,0.0,0.0,12,False,True,False
260,2022-11-10,1,CAIXA GERAL,,,2022-11-10,980.0,SEGURO FUN,13,14,0,70.0,,86,SEGURO EMPRESA,VIA CREDI EMPRESARIAL,14,0.0,2,CUSTO GERAL,3344,,2023-12-15,2023-12-18,70.0,P,0.0,0.0,,DEBITO EM CONTA,15,2022-11-15,,,True,False,0.0,0.0,0.0,0.0,3,False,True,False
87,2022-11-10,1,CAIXA GERAL,,,2022-11-10,980.0,SEGURO FUN,14,14,0,75.0,,86,SEGURO EMPRESA,VIA CREDI EMPRESARIAL,14,0.0,2,CUSTO GERAL,3567,,2024-01-15,2024-01-22,75.0,P,0.0,0.0,,DEBITO EM CONTA,15,2022-11-15,,,True,False,0.0,0.0,0.0,0.0,7,False,True,False
263,2022-11-10,5,SICOOB,,,2022-11-10,16000.0,452910,1,8,0,2000.0,,44,FINANCIAMENTO,SICOOB EMPRESARIAL,18,5020.0,4,CUSTO FINANCEIRO,405,,2022-12-15,2022-12-15,2000.0,P,0.0,0.0,,DEBITO EM CONTA,15,2022-11-10,,,True,False,0.0,0.0,0.0,0.0,,False,True,False
264,2022-11-10,1,CAIXA DINHEIRO,,,2022-11-10,16000.0,452910,2,8,0,2000.0,,44,FINANCIAMENTO,SICOOB EMPRESARIAL,18,3409.0,4,CUSTO FINANCEIRO,649,,2023-01-15,2023-01-23,2000.0,P,0.0,0.0,,DEBITO EM CONTA,15,2022-11-10,,,True,False,0.0,0.0,0.0,0.0,8,False,True,False
92,2022-11-10,6,VIA CREDI PJ,,,2022-11-10,16000.0,452910,3,8,0,1971.97,,44,FINANCIAMENTO,SICOOB EMPRESARIAL,18,16046.41,4,CUSTO FINANCEIRO,879,,2023-02-15,2023-02-22,1971.97,P,0.0,0.0,,DEBITO EM CONTA,15,2022-11-10,,,True,False,0.0,0.0,0.0,0.0,7,False,True,False
266,2022-11-10,1,CAIXA GERAL,,,2022-11-10,16000.0,452910,4,8,0,2000.0,,44,FINANCIAMENTO,SICOOB EMPRESARIAL,18,2950.0,4,CUSTO FINANCEIRO,1140,,2023-03-15,2023-03-20,2000.0,P,0.0,0.0,,DEBITO EM CONTA,15,2022-11-10,,,True,False,0.0,0.0,0.0,0.0,5,False,True,False
93,2022-11-10,1,CAIXA GERAL,,,2022-11-10,16000.0,452910,5,8,0,1917.45,,44,FINANCIAMENTO,SICOOB EMPRESARIAL,18,3350.0,4,CUSTO FINANCEIRO,1401,,2023-04-15,2023-04-17,1917.45,P,0.0,0.0,,DEBITO EM CONTA,15,2022-11-10,,,True,False,0.0,0.0,0.0,0.0,,False,True,False
94,2022-11-10,1,CAIXA GERAL,,,2022-11-10,16000.0,452910,6,8,0,1890.01,,44,FINANCIAMENTO,SICOOB EMPRESARIAL,18,14367.15,4,CUSTO FINANCEIRO,1719,,2023-05-15,2023-05-29,1890.01,P,0.0,0.0,,DEBITO EM CONTA,15,2022-11-10,,,True,False,0.0,0.0,0.0,0.0,14,False,True,False
95,2022-11-10,1,CAIXA GERAL,,,2022-11-10,16000.0,452910,7,8,0,1876.12,,44,FINANCIAMENTO,SICOOB EMPRESARIAL,18,0.0,4,CUSTO FINANCEIRO,1934,,2023-06-15,2023-06-19,1876.12,P,0.0,0.0,,DEBITO EM CONTA,15,2022-11-10,,,True,False,0.0,0.0,0.0,0.0,4,False,True,False
95,2022-11-10,1,CAIXA GERAL,,,2022-11-10,16000.0,452910,8,8,0,1852.73,,44,FINANCIAMENTO,SICOOB EMPRESARIAL,18,0.0,4,CUSTO FINANCEIRO,2176,,2023-07-15,2023-07-24,1852.73,P,0.0,0.0,,DEBITO EM CONTA,15,2022-11-10,,,True,False,0.0,0.0,0.0,0.0,9,False,True,False
272,2022-11-10,7,VIA CREDI PF,,,2022-11-10,3080.0,SICOOB PF,1,14,0,220.0,,46,INTERNET,UNIFIQUE,19,5020.0,4,CUSTO FINANCEIRO,403,,2022-12-15,2022-12-15,220.0,P,0.0,0.0,,DEBITO EM CONTA,15,2022-11-15,,,True,False,0.0,0.0,0.0,0.0,,False,True,False
273,2022-11-10,1,CAIXA DINHEIRO,,,2022-11-10,3080.0,SICOOB PF,2,14,0,220.0,,46,INTERNET,UNIFIQUE,19,3409.0,4,CUSTO FINANCEIRO,650,,2023-01-15,2023-01-23,220.0,P,0.0,0.0,,DEBITO EM CONTA,15,2022-11-15,,,True,False,0.0,0.0,0.0,0.0,8,False,True,False
274,2022-11-10,6,VIA CREDI PJ,,,2022-11-10,3080.0,SICOOB PF,3,14,0,220.0,,46,INTERNET,UNIFIQUE,19,16266.41,4,CUSTO FINANCEIRO,880,,2023-02-15,2023-02-22,220.0,P,0.0,0.0,,DEBITO EM CONTA,15,2022-11-15,,,True,False,0.0,0.0,0.0,0.0,7,False,True,False
275,2022-11-10,1,CAIXA GERAL,,,2022-11-10,3080.0,SICOOB PF,4,14,0,220.0,,46,INTERNET,UNIFIQUE,19,2950.0,4,CUSTO FINANCEIRO,1141,,2023-03-15,2023-03-20,220.0,P,0.0,0.0,,DEBITO EM CONTA,15,2022-11-15,,,True,False,0.0,0.0,0.0,0.0,5,False,True,False
276,2022-11-10,1,CAIXA GERAL,,,2022-11-10,3080.0,SICOOB PF,5,14,0,220.0,,46,INTERNET,UNIFIQUE,19,3570.0,4,CUSTO FINANCEIRO,1403,,2023-04-15,2023-04-17,220.0,P,0.0,0.0,,DEBITO EM CONTA,15,2022-11-15,,,True,False,0.0,0.0,0.0,0.0,,False,True,False
277,2022-11-10,1,CAIXA GERAL,,,2022-11-10,3080.0,SICOOB PF,6,14,0,220.0,,46,INTERNET,UNIFIQUE,19,14587.15,4,CUSTO FINANCEIRO,1720,,2023-05-15,2023-05-29,220.0,P,0.0,0.0,,DEBITO EM CONTA,15,2022-11-15,,,True,False,0.0,0.0,0.0,0.0,14,False,True,False
278,2022-11-10,1,CAIXA GERAL,,,2022-11-10,3080.0,SICOOB PF,7,14,0,220.0,,46,INTERNET,UNIFIQUE,19,0.0,4,CUSTO FINANCEIRO,1935,,2023-06-15,2023-06-19,220.0,P,0.0,0.0,,DEBITO EM CONTA,15,2022-11-15,,,True,False,0.0,0.0,0.0,0.0,4,False,True,False
279,2022-11-10,1,CAIXA GERAL,,,2022-11-10,3080.0,SICOOB PF,8,14,0,220.0,,46,INTERNET,UNIFIQUE,19,0.0,4,CUSTO FINANCEIRO,2177,,2023-07-15,2023-07-24,220.0,P,0.0,0.0,,DEBITO EM CONTA,15,2022-11-15,,,True,False,0.0,0.0,0.0,0.0,9,False,True,False
280,2022-11-10,1,CAIXA GERAL,,,2022-11-10,3080.0,SICOOB PF,9,14,0,220.0,,46,INTERNET,UNIFIQUE,19,9801.67,4,CUSTO FINANCEIRO,2410,,2023-08-15,2023-08-21,220.0,P,0.0,0.0,,DEBITO EM CONTA,15,2022-11-15,,,True,False,0.0,0.0,0.0,0.0,6,False,True,False
281,2022-11-10,1,CAIXA GERAL,,,2022-11-10,3080.0,SICOOB PF,10,14,0,220.0,,46,INTERNET,UNIFIQUE,19,0.0,4,CUSTO FINANCEIRO,2614,,2023-09-15,2023-09-18,220.0,P,0.0,0.0,,DEBITO EM CONTA,15,2022-11-15,,,True,False,0.0,0.0,0.0,0.0,3,False,True,False
282,2022-11-10,1,CAIXA GERAL,,,2022-11-10,3080.0,SICOOB PF,11,14,0,220.0,,46,INTERNET,UNIFIQUE,19,15407.54,4,CUSTO FINANCEIRO,2882,,2023-10-15,2023-10-23,220.0,P,0.0,0.0,,DEBITO EM CONTA,15,2022-11-15,,,True,False,0.0,0.0,0.0,0.0,8,False,True,False
283,2022-11-10,1,CAIXA GERAL,,,2022-11-10,3080.0,SICOOB PF,12,14,0,220.0,,46,INTERNET,UNIFIQUE,19,8923.24,4,CUSTO FINANCEIRO,3153,,2023-11-15,2023-11-27,220.0,P,0.0,0.0,,DEBITO EM CONTA,15,2022-11-15,,,True,False,0.0,0.0,0.0,0.0,12,False,True,False
284,2022-11-10,1,CAIXA GERAL,,,2022-11-10,3080.0,SICOOB PF,13,14,0,220.0,,46,INTERNET,UNIFIQUE,19,0.0,4,CUSTO FINANCEIRO,3345,,2023-12-15,2023-12-18,220.0,P,0.0,0.0,,DEBITO EM CONTA,15,2022-11-15,,,True,False,0.0,0.0,0.0,0.0,3,False,True,False
285,2022-11-10,1,CAIXA GERAL,,,2022-11-10,3080.0,SICOOB PF,14,14,0,220.0,,46,INTERNET,UNIFIQUE,19,0.0,4,CUSTO FINANCEIRO,3568,,2024-01-15,2024-01-22,220.0,P,0.0,0.0,,DEBITO EM CONTA,15,2022-11-15,,,True,False,0.0,0.0,0.0,0.0,7,False,True,False
286,2022-11-10,1,CAIXA DINHEIRO,,,,184.42,VC PF,1,,0,184.42,,65,PEÇAS,BELLI & BELLI,5,184.42,5,COMPRAS,257,,2022-11-10,2022-12-02,184.42,P,0.0,0.0,,CHEQUE,,,,,True,False,0.0,0.0,0.0,0.0,22,True,False,False
287,2022-11-10,1,CAIXA DINHEIRO,,,,800.0,VC PJ,1,,0,800.0,,68,PNEUS,CESAR LUIS RAMOS,11,7555.02,5,COMPRAS,263,,2022-11-15,2022-12-02,800.0,P,0.0,0.0,,CHEQUE,,,,,True,False,0.0,0.0,0.0,0.0,17,True,False,False
288,2022-11-10,6,VIA CREDI PJ,,,,800.0,VC PJ,1,,0,800.0,rodas,68,PNEUS,CESAR LUIS RAMOS,11,3820.0,5,COMPRAS,408,,2022-12-15,2022-12-15,800.0,P,0.0,0.0,,CHEQUE,,,,,True,False,0.0,0.0,0.0,0.0,,True,False,False
290,2022-11-10,7,VIA CREDI PF,,,2022-11-10,11368.0,FACULDADE,1,14,0,812.0,,21,DESPESAS DIVERSAS (PARTICULAR),SIMONI SCHERER RUPPENTHAL,10,5820.0,2,CUSTO GERAL,404,,2022-12-15,2022-12-15,812.0,P,0.0,0.0,,BOLETO,15,2022-11-10,,,True,False,0.0,0.0,0.0,0.0,,False,True,False
116,2022-11-10,6,VIA CREDI PJ,,,2022-11-10,11368.0,FACULDADE,3,14,0,976.76,,21,DESPESAS DIVERSAS (PARTICULAR),SIMONI SCHERER RUPPENTHAL,10,17243.17,2,CUSTO GERAL,881,,2023-02-15,2023-02-22,976.76,P,0.0,0.0,,BOLETO,15,2022-11-10,,,True,False,0.0,0.0,0.0,0.0,7,False,True,False
293,2022-11-10,1,CAIXA GERAL,,,2022-11-10,11368.0,FACULDADE,4,14,0,812.0,,21,DESPESAS DIVERSAS (PARTICULAR),SIMONI SCHERER RUPPENTHAL,10,812.0,2,CUSTO GERAL,1709,,2023-03-15,2023-05-29,812.0,P,0.0,0.0,,BOLETO,15,2022-11-10,,,True,False,0.0,0.0,0.0,0.0,75,False,True,False
294,2022-11-10,1,CAIXA GERAL,,,2022-11-10,11368.0,FACULDADE,5,14,0,812.0,,21,DESPESAS DIVERSAS (PARTICULAR),SIMONI SCHERER RUPPENTHAL,10,4574.0,2,CUSTO GERAL,1710,,2023-04-15,2023-05-29,812.0,P,0.0,0.0,,BOLETO,15,2022-11-10,,,True,False,0.0,0.0,0.0,0.0,44,False,True,False
295,2022-11-10,1,CAIXA GERAL,,,2022-11-10,11368.0,FACULDADE,6,14,0,812.0,,21,DESPESAS DIVERSAS (PARTICULAR),SIMONI SCHERER RUPPENTHAL,10,15399.15,2,CUSTO GERAL,1721,,2023-05-15,2023-05-29,812.0,P,0.0,0.0,,BOLETO,15,2022-11-10,,,True,False,0.0,0.0,0.0,0.0,14,False,True,False
296,2022-11-10,1,CAIXA GERAL,,,2022-11-10,11368.0,FACULDADE,7,14,0,812.0,,21,DESPESAS DIVERSAS (PARTICULAR),SIMONI SCHERER RUPPENTHAL,10,0.0,2,CUSTO GERAL,1961,,2023-06-15,2023-06-23,812.0,P,0.0,0.0,,BOLETO,15,2022-11-10,,,True,False,0.0,0.0,0.0,0.0,8,False,True,False
297,2022-11-10,1,CAIXA GERAL,,,2022-11-10,11368.0,FACULDADE,8,14,0,812.0,,21,DESPESAS DIVERSAS (PARTICULAR),SIMONI SCHERER RUPPENTHAL,10,0.0,2,CUSTO GERAL,2178,,2023-07-15,2023-07-24,812.0,P,0.0,0.0,,BOLETO,15,2022-11-10,,,True,False,0.0,0.0,0.0,0.0,9,False,True,False
120,2022-11-10,1,CAIXA GERAL,,,2022-11-10,11368.0,FACULDADE,9,14,0,630.43,,21,DESPESAS DIVERSAS (PARTICULAR),SIMONI SCHERER RUPPENTHAL,10,10432.1,2,CUSTO GERAL,2411,,2023-08-15,2023-08-21,630.43,P,0.0,0.0,,BOLETO,15,2022-11-10,,,True,False,0.0,0.0,0.0,0.0,6,False,True,False
299,2022-11-10,1,CAIXA GERAL,,,2022-11-10,11368.0,FACULDADE,10,14,0,812.0,,21,DESPESAS DIVERSAS (PARTICULAR),SIMONI SCHERER RUPPENTHAL,10,8897.82,2,CUSTO GERAL,2692,,2023-09-15,2023-10-02,812.0,P,0.0,0.0,,BOLETO,15,2022-11-10,,,True,False,0.0,0.0,0.0,0.0,17,False,True,False
300,2022-11-10,1,CAIXA GERAL,,,2022-11-10,11368.0,FACULDADE,11,14,0,812.0,,21,DESPESAS DIVERSAS (PARTICULAR),SIMONI SCHERER RUPPENTHAL,10,16219.54,2,CUSTO GERAL,2883,,2023-10-15,2023-10-23,812.0,P,0.0,0.0,,BOLETO,15,2022-11-10,,,True,False,0.0,0.0,0.0,0.0,8,False,True,False
301,2022-11-10,1,CAIXA GERAL,,,2022-11-10,11368.0,FACULDADE,12,14,0,812.0,,21,DESPESAS DIVERSAS (PARTICULAR),SIMONI SCHERER RUPPENTHAL,10,9735.24,2,CUSTO GERAL,3154,,2023-11-15,2023-11-27,812.0,P,0.0,0.0,,BOLETO,15,2022-11-10,,,True,False,0.0,0.0,0.0,0.0,12,False,True,False
124,2022-11-10,1,CAIXA GERAL,,,2022-11-10,11368.0,FACULDADE,13,14,0,855.04,,21,DESPESAS DIVERSAS (PARTICULAR),SIMONI SCHERER RUPPENTHAL,10,0.0,2,CUSTO GERAL,3346,,2023-12-15,2023-12-18,855.04,P,0.0,0.0,,BOLETO,15,2022-11-10,,,True,False,0.0,0.0,0.0,0.0,3,False,True,False
303,2022-11-10,1,CAIXA GERAL,,,2022-11-10,11368.0,FACULDADE,14,14,0,812.0,,21,DESPESAS DIVERSAS (PARTICULAR),SIMONI SCHERER RUPPENTHAL,10,0.0,2,CUSTO GERAL,3569,,2024-01-15,2024-01-22,812.0,P,0.0,0.0,,BOLETO,15,2022-11-10,,,True,False,0.0,0.0,0.0,0.0,7,False,True,False
305,2022-11-10,6,VIA CREDI PJ,,,2022-11-10,840.0,SERASA,1,14,0,60.0,,2,MANUTENCAO FERRAMENTA,SERASA,20,3880.0,4,CUSTO FINANCEIRO,409,,2022-12-15,2022-12-15,60.0,P,0.0,0.0,,BOLETO,15,2022-11-10,,,True,False,0.0,0.0,0.0,0.0,,False,True,False
131,2022-11-10,1,CAIXA DINHEIRO,,,2022-11-10,840.0,SERASA,2,14,0,63.65,,2,MANUTENCAO FERRAMENTA,SERASA,20,3409.0,4,CUSTO FINANCEIRO,658,,2023-01-17,2023-01-23,63.65,P,0.0,0.0,,BOLETO,15,2022-11-10,,,True,False,0.0,0.0,0.0,0.0,6,False,True,False
130,2022-11-10,6,VIA CREDI PJ,,,2022-11-10,840.0,SERASA,3,14,0,57.7,,2,MANUTENCAO FERRAMENTA,SERASA,20,17300.87,4,CUSTO FINANCEIRO,882,,2023-02-15,2023-02-22,57.7,P,0.0,0.0,,BOLETO,15,2022-11-10,,,True,False,0.0,0.0,0.0,0.0,7,False,True,False
308,2022-11-10,1,CAIXA GERAL,,,2022-11-10,840.0,SERASA,4,14,0,60.0,,2,MANUTENCAO FERRAMENTA,SERASA,20,3762.0,4,CUSTO FINANCEIRO,1142,,2023-03-15,2023-03-20,60.0,P,0.0,0.0,,BOLETO,15,2022-11-10,,,True,False,0.0,0.0,0.0,0.0,5,False,True,False
309,2022-11-10,1,CAIXA GERAL,,,2022-11-10,840.0,SERASA,5,14,0,60.0,,2,MANUTENCAO FERRAMENTA,SERASA,20,4442.0,4,CUSTO FINANCEIRO,1404,,2023-04-15,2023-04-17,60.0,P,0.0,0.0,,BOLETO,15,2022-11-10,,,True,False,0.0,0.0,0.0,0.0,,False,True,False
132,2022-11-10,1,CAIXA GERAL,,,2022-11-10,840.0,SERASA,6,14,0,59.69,,2,MANUTENCAO FERRAMENTA,SERASA,20,15458.84,4,CUSTO FINANCEIRO,1722,,2023-05-15,2023-05-29,59.69,P,0.0,0.0,,BOLETO,15,2022-11-10,,,True,False,0.0,0.0,0.0,0.0,14,False,True,False
133,2022-11-10,1,CAIXA GERAL,,,2022-11-10,840.0,SERASA,7,14,0,67.6,,2,MANUTENCAO FERRAMENTA,SERASA,20,0.0,4,CUSTO FINANCEIRO,1936,,2023-06-15,2023-06-19,67.6,P,0.0,0.0,,BOLETO,15,2022-11-10,,,True,False,0.0,0.0,0.0,0.0,4,False,True,False
134,2022-11-10,1,CAIXA GERAL,,,2022-11-10,840.0,SERASA,8,14,0,67.6,,2,MANUTENCAO FERRAMENTA,SERASA,20,0.0,4,CUSTO FINANCEIRO,2179,,2023-07-15,2023-07-24,67.6,P,0.0,0.0,,BOLETO,15,2022-11-10,,,True,False,0.0,0.0,0.0,0.0,9,False,True,False
134,2022-11-10,1,CAIXA GERAL,,,2022-11-10,840.0,SERASA,9,14,0,57.7,,2,MANUTENCAO FERRAMENTA,SERASA,20,10489.8,4,CUSTO FINANCEIRO,2412,,2023-08-15,2023-08-21,57.7,P,0.0,0.0,,BOLETO,15,2022-11-10,,,True,False,0.0,0.0,0.0,0.0,6,False,True,False
314,2022-11-10,1,CAIXA GERAL,,,2022-11-10,840.0,SERASA,10,14,0,60.0,,2,MANUTENCAO FERRAMENTA,SERASA,20,8957.82,4,CUSTO FINANCEIRO,2693,,2023-09-15,2023-10-02,60.0,P,0.0,0.0,,BOLETO,15,2022-11-10,,,True,False,0.0,0.0,0.0,0.0,17,False,True,False
315,2022-11-10,1,CAIXA GERAL,,,2022-11-10,840.0,SERASA,11,14,0,60.0,,2,MANUTENCAO FERRAMENTA,SERASA,20,16279.54,4,CUSTO FINANCEIRO,2884,,2023-10-15,2023-10-23,60.0,P,0.0,0.0,,BOLETO,15,2022-11-10,,,True,False,0.0,0.0,0.0,0.0,8,False,True,False
316,2022-11-10,1,CAIXA GERAL,,,2022-11-10,840.0,SERASA,12,14,0,60.0,,2,MANUTENCAO FERRAMENTA,SERASA,20,9795.24,4,CUSTO FINANCEIRO,3155,,2023-11-15,2023-11-27,60.0,P,0.0,0.0,,BOLETO,15,2022-11-10,,,True,False,0.0,0.0,0.0,0.0,12,False,True,False
317,2022-11-10,1,CAIXA GERAL,,,2022-11-10,840.0,SERASA,13,14,0,60.0,,2,MANUTENCAO FERRAMENTA,SERASA,20,0.0,4,CUSTO FINANCEIRO,3347,,2023-12-15,2023-12-18,60.0,P,0.0,0.0,,BOLETO,15,2022-11-10,,,True,False,0.0,0.0,0.0,0.0,3,False,True,False
318,2022-11-10,1,CAIXA GERAL,,,2022-11-10,840.0,SERASA,14,14,0,60.0,,2,MANUTENCAO FERRAMENTA,SERASA,20,0.0,4,CUSTO FINANCEIRO,3570,,2024-01-15,2024-01-22,60.0,P,0.0,0.0,,BOLETO,15,2022-11-10,,,True,False,0.0,0.0,0.0,0.0,7,False,True,False
330,2022-11-11,1,CAIXA DINHEIRO,,,2022-11-11,1066.0,CO000164,1,4,0,266.5,MOURA DISTRIBUIDORA DE BATERIAS,2,MANUTENCAO FERRAMENTA,MOURA DISTRIBUIDORA DE BATERIAS,21,1749.59,4,CUSTO FINANCEIRO,332,,2022-12-09,2022-12-09,266.5,P,0.0,0.0,,BOLETO,28,2022-12-09,,,True,,0.0,0.0,0.0,0.0,,True,False,
331,2022-11-11,7,VIA CREDI PF,,,2022-11-11,1066.0,CO000164,2,4,0,266.5,MOURA DISTRIBUIDORA DE BATERIAS,2,MANUTENCAO FERRAMENTA,MOURA DISTRIBUIDORA DE BATERIAS,21,0.0,4,CUSTO FINANCEIRO,541,,2023-01-06,2023-01-09,266.5,P,0.0,0.0,,BOLETO,28,2022-12-09,,,True,,0.0,0.0,0.0,0.0,3,True,False,False
332,2022-11-11,1,CAIXA DINHEIRO,,,2022-11-11,1066.0,CO000164,3,4,0,266.5,MOURA DISTRIBUIDORA DE BATERIAS,2,MANUTENCAO FERRAMENTA,MOURA DISTRIBUIDORA DE BATERIAS,21,4803.37,4,CUSTO FINANCEIRO,750,,2023-02-03,2023-02-06,266.5,P,0.0,0.0,,BOLETO,28,2022-12-09,,,True,,0.0,0.0,0.0,0.0,3,True,False,
333,2022-11-11,1,CAIXA GERAL,,,2022-11-11,1066.0,CO000164,4,4,0,266.5,MOURA DISTRIBUIDORA DE BATERIAS,2,MANUTENCAO FERRAMENTA,MOURA DISTRIBUIDORA DE BATERIAS,21,3445.08,4,CUSTO FINANCEIRO,989,,2023-03-03,2023-03-03,266.5,P,0.0,0.0,,BOLETO,28,2022-12-09,,,True,,0.0,0.0,0.0,0.0,,True,False,False
335,2022-11-16,1,CAIXA DINHEIRO,,,2022-11-16,597.0,HIPER,1,3,0,199.0,,14,SISTEMA LOJA,HD SOFTWARE,22,11162.6,5,COMPRAS,270,,2022-11-25,2022-12-02,199.0,P,0.0,0.0,,BOLETO,30,2022-11-25,,,True,False,0.0,0.0,0.0,0.0,7,True,False,False
336,2022-11-16,6,VIA CREDI PJ,,,2022-11-16,597.0,HIPER,2,3,0,199.0,,14,SISTEMA LOJA,HD SOFTWARE,22,0.0,5,COMPRAS,549,,2022-12-25,2023-01-09,199.0,P,0.0,0.0,,BOLETO,30,2022-11-25,,,True,False,0.0,0.0,0.0,0.0,15,True,False,False
375,2022-11-16,1,CAIXA DINHEIRO,,,2022-11-16,31465.08,OUTLANDER,1,36,0,874.03,,21,DESPESAS DIVERSAS (PARTICULAR),SIMONI SCHERER RUPPENTHAL,10,0.0,2,CUSTO GERAL,266,,2022-11-18,2022-12-02,874.03,P,0.0,0.0,,BOLETO,18,2022-10-18,,,True,False,0.0,0.0,0.0,0.0,14,False,True,False
376,2022-11-16,6,VIA CREDI PJ,,,2022-11-16,31465.08,OUTLANDER,2,36,0,874.03,,21,DESPESAS DIVERSAS (PARTICULAR),SIMONI SCHERER RUPPENTHAL,10,0.0,2,CUSTO GERAL,450,,2022-12-18,2022-12-19,874.03,P,0.0,0.0,,BOLETO,18,2022-10-18,,,True,False,0.0,0.0,0.0,0.0,,False,True,
